name,Team,team,liga,PrimaryPos,ifi_min,Layer_speed,Layer_burst,Layer_otip,Layer_bip,physical score,sc_profile,OBV_Total Impact,OBV_Impact per 90,OBV_Shooting,OBV_Final Ball,OBV_Pen Area,OBV_Carries,OBV_Buildup Pass,OBV_Defense,position,pct_ballprogression,pct_build_up,pct_vertikalitaet,pct_ballsicherheit,pct_proaktives_verteidigen,pct_reaktives_verteidigen,pct_kopfball_defensiv,pct_kopfball_offensiv,pct_clean_defending,pct_buildup,pct_flankenspiel,pct_kreativitaet,pct_zweikampfdef,pct_offensives1v1,pct_ballgewinnen,pct_dribbling,pct_torgefahr,pct_pressing,pct_vorlagengeber,pct_reaktivesverteidigen,pct_poaching,pct_abschlussprofil,pct_zielspieler,pct_balltreiben,name_norm,team_norm,Fit_Kompletter IV,Fit_Spielaufbauender IV,Fit_Absichernder IV,Fit_Physischer IV,Fit_Einfacher/Direkter IV,Index_Kompletter IV,Index_Spielaufbauender IV,Index_Absichernder IV,Index_Physischer IV,Index_Einfacher/Direkter IV,Fit_Einfacher AV,Fit_Spielaufbauender AV,Fit_Defensiver AV,Fit_Kompletter AV,Fit_Dribbelstarker AV,Index_Einfacher AV,Index_Spielaufbauender AV,Index_Defensiver AV,Index_Kompletter AV,Index_Dribbelstarker AV,Fit_Dribbelspezialist,Fit_Einfacher Flügelspieler,Fit_Kompletter Flügelspieler,Fit_Kreativer Flügelspieler,Fit_Pressing-Flügelspieler,Index_Dribbelspezialist,Index_Einfacher Flügelspieler,Index_Kompletter Flügelspieler,Index_Kreativer Flügelspieler,Index_Pressing-Flügelspieler,Fit_Ballgewinnender 6er,Fit_Kreativer 8er/10er,Fit_Unauffälliger 8er,Fit_Torgefährlicher 10er,Fit_Einfacher Mittelfeldspieler,Fit_Spielaufbauender 6er,Index_Ballgewinnender 6er,Index_Kreativer 8er/10er,Index_Unauffälliger 8er,Index_Torgefährlicher 10er,Index_Einfacher Mittelfeldspieler,Index_Spielaufbauender 6er,Fit_Einfacher Stürmer,Fit_Kreativer Stürmer,Fit_Pressender Stürmer,Fit_Kompletter Knipser,Fit_Zielspieler,Index_Einfacher Stürmer,Index_Kreativer Stürmer,Index_Pressender Stürmer,Index_Kompletter Knipser,Index_Zielspieler,sc_liga,sc_pos,sc_min
Gabriel Silva,Sporting Braga,Santa Clara,Liga Portugal,CF,2407,38.826466916354555,56.237297999015176,10.914927768860354,24.644194756554306,10.914927768860354,—,,,,,,,,,Striker,,,,67.3913043478261,,,,,,,,86.95652173913044,,,82.6086956521739,,,,50.0,,52.17391304347826,21.73913043478261,65.21739130434783,84.78260869565217,gabriel silva,santa clara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.21607640270592,28.61122164743335,82.13290887385595,25.90529247910863,43.65300437723836,-0.6765575037773137,-0.603903325057433,-0.10163957817888318,-0.9417203372330198,-1.1328764741460557,Liga Portugal,Striker,2407
J. Panichelli,Strasbourg,Strasbourg,Ligue 1 Frankreich,CF,2407,65.91760299625467,62.27689042860257,76.45799892990905,60.898876404494374,60.898876404494374,Emerging Talent,58.9,53.7,71.4,55.5,63.3,50.3,38.8,58.8,Striker,,,,62.22222222222222,,,,,,,,13.333333333333334,,,91.11111111111111,,,,66.66666666666666,,62.22222222222222,86.66666666666667,88.88888888888889,15.555555555555555,j. panichelli,strasbourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.061281337047355,36.45045762037405,58.336649423000395,98.76641464385197,78.19339434938321,-0.8926205166325214,-0.418863304055741,0.09252305949260323,0.9911078331008619,0.8006528039675744,Ligue 1 Frankreich,Striker,2407
P. Kloosterboer,Utrecht II,Utrecht II,Eerste Divisie Niederlande (2. Liga),LB,2406,55.33553355335534,48.268194558859335,19.613389910419613,25.280528052805284,19.613389910419613,—,45.9,51.4,47.8,45.8,48.7,46.7,45.2,59.8,Fullback,41.9753086419753,,71.60493827160494,,,,,,,85.18518518518519,7.4074074074074066,12.345679012345679,41.9753086419753,29.629629629629626,61.72839506172839,,,,,,,,,,p. kloosterboer,utrecht ii,,,,,,,,,,,52.17527386541471,93.89671361502347,62.691705790297334,39.123630672926446,24.60093896713615,-1.6639584682250352,0.5442637805686518,-0.205011690525045,-0.29023649352824926,-0.6673509064279183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eerste Divisie Niederlande (2. Liga),Fullback,2406
J. Homawoo,Standard Liège,Standard Liège,Jupiler Pro League (Belgien),LCB,2406,41.58305462653289,66.32231166679851,59.38843764930721,53.7123745819398,41.58305462653289,—,46.9,53.0,47.6,49.3,47.9,44.5,64.5,46.8,Central Defender,39.285714285714285,66.66666666666666,83.33333333333334,65.47619047619048,77.38095238095238,69.04761904761905,71.42857142857143,10.119047619047619,32.142857142857146,,,,,,,,,,,,,,,,j. homawoo,standard liège,69.6,70.0,62.3,76.4,45.9,55.19685144842322,54.308909677729496,60.41433689067515,61.51876423045005,83.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiler Pro League (Belgien),Central Defender,2406
M. Čuić,Zrinjski,Posušje,Premijer Liga Bosnien-Herzegowina,AMF,2406,45.18678160919541,60.91661854479459,44.15024630541872,66.12068965517241,44.15024630541872,—,,,,,,,,,Midfielder,58.92857142857143,,8.928571428571429,51.78571428571429,,,,,,14.285714285714285,,51.78571428571429,16.071428571428573,,25.0,,89.28571428571429,,46.42857142857143,25.0,,,,,m. čuić,posušje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.10234278668311,53.144266337854496,50.28360049321825,99.82737361282368,63.0826140567201,13.46485819975339,-0.9801394383696167,-0.23403968499317462,-0.45238606855043073,0.761947811296888,-0.9823319143642661,-0.9099618366762249,,,,,,,,,,,Premijer Liga Bosnien-Herzegowina,Midfielder,2406
P. Brouwer,Telstar,Telstar,Eredivisie Niederlande,AMF,2406,85.20114942528737,76.39418179666148,65.42487684729065,91.8103448275862,65.42487684729065,Complete Athlete,47.4,53.7,58.7,60.6,62.9,46.6,44.0,48.0,Midfielder,58.333333333333336,,8.333333333333332,46.42857142857143,,,,,,4.761904761904762,,46.42857142857143,35.714285714285715,,13.095238095238097,,90.47619047619048,,86.90476190476191,9.523809523809524,,,,,p. brouwer,telstar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.648581997533908,83.67447595561036,31.418002466091245,95.21578298397041,30.184956843403203,11.245376078914921,-0.9466182977039962,0.6230754653317965,-0.12408936931192746,1.4303586333200582,-0.8949013551100684,-0.7203744249332249,,,,,,,,,,,Eredivisie Niederlande,Midfielder,2406
J. Gnakpa,Yverdon Sport,Yverdon Sport,Challenge League Schweiz (2. Liga),RCB,2406,75.69676700111484,92.19849865277152,56.71285236502628,70.70234113712374,56.71285236502628,Raw Athlete,51.2,50.1,46.3,49.6,47.4,63.0,59.7,52.6,Central Defender,81.25,81.25,10.416666666666668,91.66666666666666,89.58333333333334,50.0,85.41666666666666,22.916666666666664,8.333333333333332,,,,,,,,,,,,,,,,j. gnakpa,yverdon sport,82.4,23.1,29.7,14.1,3.0,75.91207844945015,54.07545929008632,64.26757365940328,59.789381534635,10.416666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Challenge League Schweiz (2. Liga),Central Defender,2406
H. Rorig,Energie Cottbus,Energie Cottbus,3. Liga,RB,2405,64.9064906490649,55.52925739983731,45.120226308345124,34.45544554455446,34.45544554455446,—,56.0,53.4,55.9,61.6,52.6,51.2,54.2,60.9,Fullback,52.0,,14.666666666666666,,,,,,,41.333333333333336,34.66666666666667,70.66666666666667,49.333333333333336,30.666666666666664,54.666666666666664,,,,,,,,,,h. rorig,energie cottbus,,,,,,,,,,,95.49295774647887,64.82003129890454,87.19874804381847,78.96713615023474,90.35993740219092,-0.0812817241282074,-0.4913959057903642,-0.0894776163547847,-0.04063480072928499,-0.09807885771512903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. Liga,Fullback,2405
Dani Martín,,Cherno More,Parva Liga Bulgarien,LB,2405,,,,,,,,,,,,,,,Fullback,61.016949152542374,,84.7457627118644,,,,,,,76.27118644067797,50.847457627118644,74.57627118644068,37.28813559322034,61.016949152542374,47.45762711864407,,,,,,,,,,dani martín,cherno more,,,,,,,,,,,62.72300469483568,99.53051643192488,51.924882629107984,97.15179968701095,64.66353677621284,-0.1550713839941519,0.7138357234994009,-0.006460881902677929,0.44143102037972376,0.07863523552299365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parva Liga Bulgarien,Fullback,2405
C. Viet,MSV Duisburg,MSV Duisburg,3. Liga,AMF,2405,51.9396551724138,56.96373553653795,37.93103448275862,42.19827586206896,37.93103448275862,—,42.3,33.9,43.4,50.8,43.4,42.8,50.9,42.1,Midfielder,31.03448275862069,,24.137931034482758,34.48275862068966,,,,,,24.137931034482758,,39.6551724137931,98.27586206896551,,49.137931034482754,,37.93103448275862,,62.06896551724138,77.58620689655173,,,,,c. viet,msv duisburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.76202219482121,39.35881627620222,56.276202219482116,44.488286066584465,68.21208384710235,35.511713933415535,0.2195373351474845,-0.23744517665248133,-0.19277318538672464,-0.38152910183785776,0.912086479034752,-0.42717814997042497,,,,,,,,,,,3. Liga,Midfielder,2405
D. Kříž,Hanácká,Hanácká,FNL Tschechien (2. Liga),LCMF,2404,36.7816091954023,51.15147270862177,49.8460591133005,43.060344827586206,36.7816091954023,—,42.2,55.1,48.8,64.7,47.0,37.0,58.4,41.2,Midfielder,69.11764705882352,,97.05882352941177,77.94117647058823,,,,,,94.11764705882352,,85.29411764705883,7.352941176470589,,57.35294117647059,,42.64705882352941,,66.17647058823529,13.23529411764706,,,,,d. kříž,hanácká,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.657213316892726,45.745992601726265,11.960542540073984,7.077681874229347,7.990135635018496,93.3908754623921,0.29872464011005173,0.4415488877265069,0.4147486025216556,-0.35631232033839744,-0.9774265028275891,1.527809503369227,,,,,,,,,,,FNL Tschechien (2. Liga),Midfielder,2404
Bernardo Vital,Jagiellonia Białystok,Jagiellonia Białystok,Ekstraklasa Polen,RCB,2404,19.50947603121516,8.898260659879849,27.28141423793597,10.836120401337793,8.898260659879849,—,35.6,57.6,51.2,56.3,53.5,56.4,67.4,35.6,Central Defender,100.0,100.0,34.090909090909086,67.04545454545455,57.95454545454546,34.090909090909086,69.31818181818183,94.31818181818183,27.27272727272727,,,,,,,,,,,,,,,,bernardo vital,jagiellonia białystok,98.1,51.5,14.3,22.6,8.8,83.23886031920208,73.78710823269515,50.16028650963582,63.06670983001421,34.090909090909086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ekstraklasa Polen,Central Defender,2404
R. Freuler,,Bologna,Serie A Italien,RDMF,2404,15.445402298850574,38.03430969921738,38.331280788177345,25.64655172413793,15.445402298850574,—,,,,,,,,,Midfielder,43.44262295081967,,83.60655737704919,5.737704918032787,,,,,,84.42622950819673,,40.98360655737705,97.54098360655738,,76.22950819672131,,31.147540983606557,,66.39344262295081,50.81967213114754,,,,,r. freuler,bologna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0110974106042,36.20221948212084,56.621454993834774,27.990135635018497,59.23551171393342,81.0110974106042,0.30320072233640444,-0.45024739929255203,-0.5268543672508909,-0.7641384827515703,-0.15652647925087182,0.3414144766455934,,,,,,,,,,,Serie A Italien,Midfielder,2404
J. Banguera,Lommel SK,Lommel SK,Challenger Pro League (Belgien),RCB,2403,,,,,,,51.9,47.9,51.3,47.8,50.8,52.8,54.3,52.3,Central Defender,9.75609756097561,21.951219512195124,12.195121951219512,90.2439024390244,35.36585365853659,43.90243902439025,70.73170731707317,82.92682926829268,30.48780487804878,,,,,,,,,,,,,,,,j. banguera,lommel sk,50.1,8.3,88.2,62.6,36.8,49.751473396228434,17.76311503849349,65.79898135424624,55.318358131709545,12.195121951219512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Challenger Pro League (Belgien),Central Defender,2403
I. Sarr,Crystal Palace,Crystal Palace,Premier League England,AMF,2403,59.91379310344828,50.22520139451805,57.327586206896555,50.431034482758626,50.22520139451805,—,60.2,47.3,67.7,48.3,61.4,47.4,44.0,59.3,Midfielder,26.605504587155966,,4.587155963302752,28.440366972477065,,,,,,2.7522935779816518,,9.174311926605505,95.41284403669725,,15.59633027522936,,92.66055045871559,,62.38532110091744,44.95412844036697,,,,,i. sarr,crystal palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.07398273736128,32.94697903822442,19.728729963008632,74.08138101109742,41.72626387176325,4.192355117139334,-0.6359604425444049,-0.14961404592148675,-0.4232887989381855,1.2525190390672498,0.08015661545580301,-1.0434686489621774,,,,,,,,,,,Premier League England,Midfielder,2403
Mohamad Sylla,,Livingston,Scottish Premiership,LDMF,2403,39.6551724137931,63.35780973149789,56.86576354679804,41.46551724137932,39.6551724137931,—,,,,,,,,,Midfielder,32.35294117647059,,58.82352941176471,5.88235294117647,,,,,,23.52941176470588,,17.647058823529413,72.05882352941177,,89.70588235294117,,42.64705882352941,,10.294117647058822,94.11764705882352,,,,,mohamad sylla,livingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.60419235511714,6.313193588162762,26.55980271270037,27.521578298397042,83.8964241676942,26.115906288532674,0.6902505607398033,-0.943301030401293,-1.068407881445731,-0.6130382497574339,1.5179009522394513,-0.4659767630451276,,,,,,,,,,,Scottish Premiership,Midfielder,2403
E. Agbaje,Drogheda United,Drogheda United,League of Ireland Premier Division,RB,2402,19.69196919691969,70.87579205330266,31.353135313531357,17.68976897689769,17.68976897689769,—,42.0,47.3,51.5,46.7,52.0,39.7,40.5,62.5,Fullback,3.125,,53.125,,,,,,,37.5,3.125,12.5,93.75,37.5,62.5,,,,,,,,,,e. agbaje,drogheda united,,,,,,,,,,,34.55399061032864,40.97026604068857,87.73082942097027,5.915492957746479,17.120500782472615,-1.846744643025815,-0.10211404893054721,0.9118944255112543,-1.0740635393870122,-0.91830160278659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,League of Ireland Premier Division,Fullback,2402
Mohamed Salah,,Liverpool,Premier League England,RAMF,2402,55.445544554455445,89.75070240367262,38.8024516737388,57.16171617161716,38.8024516737388,Emerging Talent,,,,,,,,,Winger,84.12698412698413,,,,,,,,,93.65079365079364,87.3015873015873,98.4126984126984,,,,36.507936507936506,96.82539682539682,1.5873015873015872,,,,,,,mohamed salah,liverpool,,,,,,,,,,,,,,,,,,,,,12.494300045599635,7.159142726858185,79.1609667122663,54.0811673506612,3.64797081623347,0.4134199895728464,1.044661253194189,1.1290832970736662,1.4605216773222252,-1.4943552253681343,,,,,,,,,,,,,,,,,,,,,,,Premier League England,Winger,2402
S. Sedlaczek,Vilzing,Vilzing,Regionalliga Bayern,AMF,2402,31.10632183908046,58.85869116876968,17.91871921182266,28.448275862068964,17.91871921182266,—,42.4,51.8,53.6,57.1,49.3,37.2,49.0,42.7,Midfielder,74.64788732394366,,40.845070422535215,92.95774647887323,,,,,,18.30985915492958,,78.87323943661971,29.577464788732392,,8.450704225352112,,88.73239436619718,,49.29577464788733,49.29577464788733,,,,,s. sedlaczek,vilzing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.434032059186187,90.60419235511714,86.01726263871763,93.41553637484587,38.91491985203452,51.22071516646116,-0.5682410458274209,0.5043836029504785,0.7679463304220271,0.919532165896651,-0.08455661216097818,-0.1572375423517074,,,,,,,,,,,Regionalliga Bayern,Midfielder,2402
A. Sayyadmanesh,Lech Poznań,Westerlo,Jupiler Pro League (Belgien),RAMF,2402,68.53685368536854,90.26996445007313,43.328618576143334,63.36633663366335,43.328618576143334,Raw Athlete,,,,,,,,,Winger,25.0,,,,,,,,,28.57142857142857,46.42857142857143,92.85714285714286,,,,67.85714285714286,57.14285714285714,85.71428571428571,,,,,,,a. sayyadmanesh,westerlo,,,,,,,,,,,,,,,,,,,,,74.46420428636571,33.2421340629275,91.15367077063384,89.14728682170544,53.53397172822617,0.536179988377935,0.11676682491688936,0.5160781812039719,0.591157590232085,0.45656154610915667,,,,,,,,,,,,,,,,,,,,,,,Jupiler Pro League (Belgien),Winger,2402
K. Borry,Patro Eisden,Patro Eisden,Challenger Pro League (Belgien),LCB,2401,,,,,,,41.1,44.9,52.2,50.8,56.6,38.9,39.6,39.4,Central Defender,3.6585365853658534,3.6585365853658534,70.73170731707317,10.975609756097562,8.536585365853659,40.243902439024396,98.78048780487805,92.6829268292683,3.6585365853658534,,,,,,,,,,,,,,,,k. borry,patro eisden,4.4,0.2,3.4,56.1,37.7,32.752006207196665,16.266833692413403,18.165368909721323,68.38465277791674,70.73170731707317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Challenger Pro League (Belgien),Central Defender,2401
B. Bauer,Erzgebirge Aue U17,Erzgebirge Aue U17,U17 Bundesliga,LB,2401,17.931793179317932,46.79821357331966,13.24846770391325,14.191419141914192,13.24846770391325,—,42.2,49.1,46.4,47.5,45.3,41.6,40.8,64.8,Fullback,33.33333333333333,,97.33333333333334,,,,,,,85.33333333333334,49.333333333333336,77.33333333333333,34.66666666666667,22.666666666666664,76.0,,,,,,,,,,b. bauer,erzgebirge aue u17,,,,,,,,,,,53.70892018779343,95.46165884194053,35.83724569640063,87.38654147104852,33.48982785602504,0.1525314638603278,0.9326690515111996,-0.5541886470956916,0.4366398119846404,-0.19784712624287643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U17 Bundesliga,Fullback,2401
K. Van De Perre,Union Saint-Gilloise,Union Saint-Gilloise,Jupiler Pro League (Belgien),LCMF,2400,47.8448275862069,50.302764287712606,65.88669950738915,41.5948275862069,41.5948275862069,—,53.5,44.8,46.3,48.3,48.2,43.3,53.7,53.2,Midfielder,42.5,,63.74999999999999,35.0,,,,,,57.49999999999999,,48.75,70.0,,86.25,,10.0,,63.74999999999999,61.25000000000001,,,,,k. van de perre,union saint-gilloise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60542540073982,45.45006165228113,81.72626387176327,37.385943279901355,77.41060419235511,84.04438964241677,0.6375081812420421,-0.30581712606008143,-0.21133748835436217,-0.931777354885578,0.37269240628787226,0.16305786911433398,,,,,,,,,,,Jupiler Pro League (Belgien),Midfielder,2400
N. Leśniak-Paduch,Ruch Chorzów,Ruch Chorzów,1. Liga Polen (2. Liga),RCB,2400,32.55295429208473,85.00372906363091,48.39942666029622,59.665551839464875,32.55295429208473,Emerging Talent,53.1,50.6,52.4,56.0,55.9,52.3,60.6,52.0,Central Defender,61.53846153846154,29.67032967032967,39.56043956043956,56.043956043956044,28.57142857142857,60.43956043956044,89.01098901098901,38.46153846153847,59.34065934065934,,,,,,,,,,,,,,,,n. leśniak-paduch,ruch chorzów,78.9,70.0,94.4,90.5,71.4,51.111908067686585,47.560907390965255,57.92848031783866,56.93132943822785,39.56043956043956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. Liga Polen (2. Liga),Central Defender,2400
M. Kejř,Prostějov,Chrudim,FNL Tschechien (2. Liga),LCMF,2400,46.76724137931035,66.53266518654549,44.18103448275862,36.810344827586206,36.810344827586206,—,,,,,,,,,Midfielder,41.17647058823529,,44.11764705882353,70.58823529411765,,,,,,47.05882352941176,,63.23529411764706,35.294117647058826,,67.64705882352942,,64.70588235294117,,76.47058823529412,39.705882352941174,,,,,m. kejř,chrudim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.42416769420468,88.08877928483354,98.12577065351418,89.83970406905055,75.06781750924785,81.15906288532676,0.039503283596776365,0.25503123489169743,0.029481195493116993,0.11067867330268001,-0.10724765547743138,-0.03491697453908046,,,,,,,,,,,FNL Tschechien (2. Liga),Midfielder,2400
M. Vulić,,Napredak Kruševac,Superliga Serbien,AMF,2400,14.511494252873563,25.80710242964642,18.657635467980295,15.99137931034483,14.511494252873563,—,,,,,,,,,Midfielder,90.80459770114942,,54.02298850574713,80.45977011494253,,,,,,52.87356321839081,,66.66666666666666,22.988505747126435,,29.88505747126437,,64.36781609195403,,49.42528735632184,5.747126436781609,,,,,m. vulić,napredak kruševac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.674475955610358,83.8964241676942,75.14180024660912,73.90875462392108,27.10234278668311,65.35141800246609,-0.7634480399291437,0.3323614520747796,0.7017206146849373,0.26296666292225773,-2.0992939546793727,0.2205743909184433,,,,,,,,,,,Superliga Serbien,Midfielder,2400
G. Roemeratoe,,RKC Waalwijk,Eerste Divisie Niederlande (2. Liga),RCMF,2400,32.758620689655174,83.64189615718456,47.6600985221675,32.54310344827586,32.54310344827586,Emerging Talent,,,,,,,,,Midfielder,7.446808510638298,,43.61702127659575,22.340425531914892,,,,,,46.808510638297875,,27.659574468085108,92.5531914893617,,64.8936170212766,,8.51063829787234,,56.38297872340425,55.319148936170215,,,,,g. roemeratoe,rkc waalwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.33538840937115,22.589395807644884,62.04685573366214,41.800246609124535,93.5141800246609,44.88286066584464,0.19968294801657163,-0.7462331567829378,-0.6373022381496258,-0.9677913391205797,0.4367695336873874,-0.3829755905200384,,,,,,,,,,,Eerste Divisie Niederlande (2. Liga),Midfielder,2400
Gonçalo Oliveira,Rennes,Benfica II,Liga Portugal 2,LCB,2400,65.3288740245262,90.78946778994481,77.16196846631628,84.14715719063545,65.3288740245262,Complete Athlete,,,,,,,,,Central Defender,100.0,96.55172413793103,80.45977011494253,89.65517241379311,81.60919540229885,40.229885057471265,74.71264367816092,79.3103448275862,43.67816091954023,,,,,,,,,,,,,,,,gonçalo oliveira,benfica ii,93.2,58.3,6.1,21.2,4.9,87.77949700269934,84.60146062686229,66.83422728686651,73.22094799445284,80.45977011494253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liga Portugal 2,Central Defender,2400
C. Scott,Antwerp,Antwerp,Jupiler Pro League (Belgien),AMF,2400,58.62068965517242,81.6090758448527,40.82512315270936,57.62931034482758,40.82512315270936,Emerging Talent,55.4,46.9,55.0,54.5,52.1,54.2,50.0,55.2,Midfielder,71.25,,31.25,93.75,,,,,,23.75,,75.0,11.25,,37.5,,86.25,,81.25,48.75,,,,,c. scott,antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0209617755857,95.75832305795315,82.6387176325524,97.50924784217017,44.3403205918619,48.65598027127004,-0.3976958960782173,0.6932950003460735,0.4333368011253643,0.9438259787983441,0.15961834170231845,-0.2774569341228139,,,,,,,,,,,Jupiler Pro League (Belgien),Midfielder,2400
N. Soldo,Botev Plovdiv,Botev Plovdiv,Parva Liga Bulgarien,LCB,2399,25.418060200668894,19.38528590123247,8.79120879120879,10.167224080267557,8.79120879120879,—,48.9,58.2,55.1,49.5,52.7,51.2,69.1,49.2,Central Defender,88.60759493670885,70.88607594936708,67.08860759493672,58.22784810126582,86.07594936708861,82.27848101265823,62.0253164556962,41.77215189873418,54.43037974683544,,,,,,,,,,,,,,,,n. soldo,botev plovdiv,93.2,92.9,50.2,69.6,30.7,68.20329047560864,72.82331961792269,64.54144370595762,66.05581345298481,67.08860759493672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parva Liga Bulgarien,Central Defender,2399
Ž. Rogelj,Wisła Płock,Wisła Płock,Ekstraklasa Polen,RB,2399,79.64796479647966,88.9750907979338,45.167373880245165,77.49174917491749,45.167373880245165,Raw Athlete,53.1,53.7,54.2,58.8,54.4,56.5,53.0,52.5,Fullback,71.64179104477611,,25.37313432835821,,,,,,,29.850746268656714,64.17910447761194,29.850746268656714,7.462686567164178,58.2089552238806,4.477611940298507,,,,,,,,,,ž. rogelj,wisła płock,,,,,,,,,,,78.09076682316119,12.64475743348983,30.7981220657277,27.918622848200314,58.99843505477308,0.8239968325637727,-1.0555292172917516,-1.8611547390323502,-0.24101606465604358,0.17094686559461866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ekstraklasa Polen,Fullback,2399
Mats Knoester,Aberdeen,Aberdeen,Scottish Premiership,LCB,2399,49.94425863991081,38.05536837429982,35.16483516483516,47.29096989966555,35.16483516483516,—,42.0,51.7,48.4,49.3,49.1,47.9,59.2,42.2,Central Defender,77.96610169491525,81.35593220338984,86.4406779661017,67.79661016949152,28.8135593220339,79.66101694915254,84.7457627118644,15.254237288135593,47.45762711864407,,,,,,,,,,,,,,,,mats knoester,aberdeen,68.5,77.6,39.2,38.7,24.4,64.38141897042556,74.76323821424081,67.53049027119823,59.204745734275086,86.4406779661017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership,Central Defender,2399
J. Tumbasević,Mladost Lučani,Mladost Lučani,Superliga Serbien,DMF,2399,9.770114942528734,29.887403786145207,34.45197044334975,13.10344827586207,9.770114942528734,—,52.5,44.4,47.4,44.6,47.1,43.7,55.4,52.0,Midfielder,52.87356321839081,,74.71264367816092,2.2988505747126435,,,,,,60.91954022988506,,8.045977011494253,75.86206896551724,,54.02298850574713,,34.48275862068966,,25.287356321839084,52.87356321839081,,,,,j. tumbasević,mladost lučani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.11960542540075,24.66091245376079,62.9593094944513,37.26263871763255,81.84956843403207,72.94697903822441,0.2286411901339886,-0.7784810153653842,-0.6679241627637583,-0.8507394213471122,-0.006704238924720495,0.1079754935340663,,,,,,,,,,,Superliga Serbien,Midfielder,2399
