name,Team,team,liga,PrimaryPos,ifi_min,Layer_speed,Layer_burst,Layer_otip,Layer_bip,physical score,sc_profile,OBV_Total Impact,OBV_Impact per 90,OBV_Shooting,OBV_Final Ball,OBV_Pen Area,OBV_Carries,OBV_Buildup Pass,OBV_Defense,position,pct_ballprogression,pct_build_up,pct_vertikalitaet,pct_ballsicherheit,pct_proaktives_verteidigen,pct_reaktives_verteidigen,pct_kopfball_defensiv,pct_kopfball_offensiv,pct_clean_defending,pct_buildup,pct_flankenspiel,pct_kreativitaet,pct_zweikampfdef,pct_offensives1v1,pct_ballgewinnen,pct_dribbling,pct_torgefahr,pct_pressing,pct_vorlagengeber,pct_reaktivesverteidigen,pct_poaching,pct_abschlussprofil,pct_zielspieler,pct_balltreiben,name_norm,team_norm,Fit_Kompletter IV,Fit_Spielaufbauender IV,Fit_Absichernder IV,Fit_Physischer IV,Fit_Einfacher/Direkter IV,Index_Kompletter IV,Index_Spielaufbauender IV,Index_Absichernder IV,Index_Physischer IV,Index_Einfacher/Direkter IV,Fit_Einfacher AV,Fit_Spielaufbauender AV,Fit_Defensiver AV,Fit_Kompletter AV,Fit_Dribbelstarker AV,Index_Einfacher AV,Index_Spielaufbauender AV,Index_Defensiver AV,Index_Kompletter AV,Index_Dribbelstarker AV,Fit_Dribbelspezialist,Fit_Einfacher Flügelspieler,Fit_Kompletter Flügelspieler,Fit_Kreativer Flügelspieler,Fit_Pressing-Flügelspieler,Index_Dribbelspezialist,Index_Einfacher Flügelspieler,Index_Kompletter Flügelspieler,Index_Kreativer Flügelspieler,Index_Pressing-Flügelspieler,Fit_Ballgewinnender 6er,Fit_Kreativer 8er/10er,Fit_Unauffälliger 8er,Fit_Torgefährlicher 10er,Fit_Einfacher Mittelfeldspieler,Fit_Spielaufbauender 6er,Index_Ballgewinnender 6er,Index_Kreativer 8er/10er,Index_Unauffälliger 8er,Index_Torgefährlicher 10er,Index_Einfacher Mittelfeldspieler,Index_Spielaufbauender 6er,Fit_Einfacher Stürmer,Fit_Kreativer Stürmer,Fit_Pressender Stürmer,Fit_Kompletter Knipser,Fit_Zielspieler,Index_Einfacher Stürmer,Index_Kreativer Stürmer,Index_Pressender Stürmer,Index_Kompletter Knipser,Index_Zielspieler,sc_liga,sc_pos,sc_min
P. Kadeřábek,Sparta Praha,Sparta Praha,Chance Liga Tschechien,RWB,1492,41.8041804180418,59.824459486765,67.51532296086751,66.33663366336633,41.8041804180418,—,51.8,41.9,50.4,54.8,55.4,52.1,53.0,48.4,Fullback,60.71428571428571,,30.357142857142854,,,,,,,46.42857142857143,64.28571428571429,64.28571428571429,16.071428571428573,16.071428571428573,80.35714285714286,,,,,,,,,,p. kadeřábek,sparta praha,,,,,,,,,,,95.962441314554,62.284820031298906,60.876369327073554,69.48356807511738,63.098591549295776,0.5808351315251927,-0.29741863510755373,-1.059152120857339,-0.01362453446880594,-0.31719297854392936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chance Liga Tschechien,Fullback,1492
Y. Ünal,Hannover 96,Hertha BSC U19,U19 Bundesliga,LB,1492,,,,,,,,,,,,,,,Fullback,84.42622950819673,,13.934426229508196,,,,,,,18.852459016393443,69.26229508196722,44.67213114754098,50.81967213114754,98.36065573770492,33.60655737704918,,,,,,,,,,y. ünal,hertha bsc u19,,,,,,,,,,,15.89984350547731,7.57433489827856,18.998435054773083,25.602503912363066,90.73552425665102,0.3811390809937724,-0.6386700684996267,0.32527331020056177,-0.0018070689975900108,1.5410250780353536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U19 Bundesliga,Fullback,1492
L. Schneider,Arminia Bielefeld,Arminia Bielefeld,2. Bundesliga,RCB,1492,57.41360089186176,36.88715162444207,52.98614429049212,62.40802675585284,36.88715162444207,—,48.2,48.0,51.2,48.4,49.7,47.8,51.4,48.4,Central Defender,29.88505747126437,68.96551724137932,25.287356321839084,64.36781609195403,70.11494252873564,66.66666666666666,20.689655172413794,32.18390804597701,100.0,,,,,,,,,,,,,,,,l. schneider,arminia bielefeld,44.8,74.6,91.7,38.4,43.8,48.47298561748579,53.909919506351045,71.5612574683388,39.44866730328186,25.287356321839084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga,Central Defender,1492
A. Winbo,Varbergs,Varbergs,Superettan Schweden (2. Liga),LCMF,1492,67.52873563218391,90.14359447070723,82.78940886699509,68.01724137931035,67.52873563218391,Complete Athlete,48.2,58.0,57.3,62.4,54.2,40.9,43.6,46.4,Midfielder,28.888888888888886,,80.0,15.555555555555555,,,,,,66.66666666666666,,75.55555555555556,57.77777777777777,,80.0,,66.66666666666666,,62.22222222222222,31.11111111111111,,,,,a. winbo,varbergs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.85203452527743,61.60295930949445,79.13686806411837,82.04685573366216,80.1233045622688,77.18865598027126,-0.03770964680667739,-0.2460579628134208,-0.677140706172772,0.22118272628437843,-0.23528405015800385,0.04993455142116168,,,,,,,,,,,Superettan Schweden (2. Liga),Midfielder,1492
A. Nwankwo,Levadia,Levadia,Meistriliiga Estland,LCB,1492,,,,,,,56.6,54.7,56.2,48.1,53.1,61.3,58.3,57.6,Central Defender,60.97560975609756,70.73170731707317,21.951219512195124,100.0,29.268292682926827,78.04878048780488,65.85365853658537,50.0,34.146341463414636,,,,,,,,,,,,,,,,a. nwankwo,levadia,94.4,54.9,91.9,41.3,21.6,66.79564766239815,51.42679516921122,81.54654487657498,51.501639273772355,21.951219512195124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meistriliiga Estland,Central Defender,1492
A. Podrimaj,St. Pauli II,St. Pauli II,Regionalliga Nord,RWB,1492,22.552255225522554,27.82380278844211,37.293729372937285,22.64026402640264,22.552255225522554,—,42.0,48.8,58.8,45.0,53.9,40.6,38.9,56.8,Fullback,7.246376811594203,,49.275362318840585,,,,,,,56.52173913043478,1.4492753623188406,11.594202898550725,36.231884057971016,14.492753623188406,31.88405797101449,,,,,,,,,,a. podrimaj,st. pauli ii,,,,,,,,,,,43.78716744913928,48.82629107981221,72.20657276995304,6.322378716744915,7.386541471048513,-2.1895651761263437,-0.012705083360337405,-0.11509253141328683,-0.9746036367791285,-1.4953982401704558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regionalliga Nord,Fullback,1492
A. Badran,Energie Cottbus U19,Energie Cottbus U19,U19 Bundesliga,RAMF,1492,40.59405940594059,34.954144806081736,21.97076850542197,40.79207920792079,21.97076850542197,—,53.5,63.0,65.4,63.1,66.1,41.2,42.8,54.0,Winger,55.55555555555556,,,,,,,,,50.37037037037037,51.11111111111111,77.77777777777779,,,,34.81481481481482,85.92592592592592,40.0,,,,,,,a. badran,energie cottbus u19,,,,,,,,,,,,,,,,,,,,,63.83948928408573,53.03237574099408,69.26584587323302,70.13223894208846,41.4500683994528,-0.03138286869096585,1.7795971170529308,0.1859010357439002,0.1216640377980986,-0.3158522428598378,,,,,,,,,,,,,,,,,,,,,,,U19 Bundesliga,Winger,1492
D. Güzelcan,Saarbrücken U19,Saarbrücken U19,U19 Bundesliga,RAMF,1492,69.08690869086908,81.34643082946074,36.397925506836394,51.02310231023102,36.397925506836394,Emerging Talent,44.6,61.9,67.1,48.1,63.7,39.0,44.1,44.3,Winger,15.555555555555555,,,,,,,,,3.7037037037037033,11.11111111111111,5.9259259259259265,,,,20.0,88.14814814814815,57.03703703703704,,,,,,,d. güzelcan,saarbrücken u19,,,,,,,,,,,,,,,,,,,,,18.695850433196533,63.38349293205654,7.751937984496124,3.739170086639307,28.18057455540356,-0.6613937717485632,1.9086752697632061,-0.7888971817282315,-1.3096636705036573,-0.07904118686243741,,,,,,,,,,,,,,,,,,,,,,,U19 Bundesliga,Winger,1492
E. Osmani,Sparta Praha II,Sparta Praha II,FNL Tschechien (2. Liga),LWB,1491,71.61716171617162,92.93088217769971,58.981612446958984,87.06270627062706,58.981612446958984,Raw Athlete,45.3,45.9,46.5,50.5,53.6,53.6,47.8,45.6,Fullback,53.125,,9.375,,,,,,,25.0,56.25,32.8125,93.75,89.0625,1.5625,,,,,,,,,,e. osmani,sparta praha ii,,,,,,,,,,,23.161189358372457,13.270735524256652,53.051643192488264,19.186228482003127,64.4131455399061,0.16054879010419817,-0.8186126841710539,1.940535591850995,-0.3975930301166317,0.394692694446732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FNL Tschechien (2. Liga),Fullback,1491
J. Ott,Heidenheim U17,Heidenheim U17,U17 Bundesliga,LB,1491,10.671067106710671,28.61777308029076,5.657708628005658,2.838283828382838,2.838283828382838,—,42.0,53.7,49.5,50.9,49.1,37.5,40.8,59.6,Fullback,76.44628099173553,,98.7603305785124,,,,,,,92.97520661157024,58.26446280991735,67.35537190082644,31.818181818181817,8.264462809917356,92.56198347107438,,,,,,,,,,j. ott,heidenheim u17,,,,,,,,,,,4.475743348982785,67.94992175273865,7.073552425665102,35.14866979655712,2.003129890453834,-0.23634254560643891,1.9941738785939935,0.36908732574699327,0.7381200206497719,-0.4252283240744305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U17 Bundesliga,Fullback,1491
L. Fikaj,Carl Zeiss Jena U19,Carl Zeiss Jena U19,U19 Bundesliga,CF,1491,50.811485642946316,71.9080997650032,32.20973782771535,48.46441947565544,32.20973782771535,—,50.1,62.9,65.6,61.4,64.6,56.4,45.9,50.4,Striker,,,,73.60406091370558,,,,,,,,82.23350253807106,,,35.025380710659896,,,,73.09644670050761,,78.68020304568529,18.781725888324875,9.137055837563452,93.90862944162437,l. fikaj,carl zeiss jena u19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.588539594110625,95.54317548746518,16.31516116195782,10.346199761241543,12.0175089534421,2.3132617018572574,1.2300946715953305,0.18680687762038622,-0.38798812881999195,-0.3519313205051094,U19 Bundesliga,Striker,1491
D. Camaj,Muğlaspor,Novi Pazar,Superliga Serbien,LAMF,1491,45.324532453245325,64.38842519064193,33.42762847713343,47.06270627062707,33.42762847713343,—,,,,,,,,,Winger,80.7017543859649,,,,,,,,,91.22807017543859,38.59649122807017,87.71929824561403,,,,52.63157894736842,71.9298245614035,47.368421052631575,,,,,,,d. camaj,novi pazar,,,,,,,,,,,,,,,,,,,,,62.653898768809846,37.52849977200182,87.23210214318286,97.58321933424533,49.93160054719562,0.05618816160375996,0.3105251020149043,0.4292506596595943,0.7385073423616155,-0.13701100720812448,,,,,,,,,,,,,,,,,,,,,,,Superliga Serbien,Winger,1491
Duarte Moreira,Bryne,Bryne,OBOS-ligaen Norwegen (2. Liga),CF,1491,61.548064918851445,88.46606085023203,80.95238095238095,79.32584269662921,61.548064918851445,Emerging Talent,44.8,46.1,58.1,55.9,65.3,45.1,42.9,45.4,Striker,,,,73.33333333333333,,,,,,,,90.0,,,60.0,,,,10.0,,30.0,13.333333333333334,26.666666666666668,33.33333333333333,duarte moreira,bryne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.58456028651015,70.47353760445682,90.48945483485873,46.87624353362515,68.04615996816554,-0.7499903371172499,-0.1391190218325479,-0.0025539892657812646,-0.6799782744815825,-0.6206374717178947,OBOS-ligaen Norwegen (2. Liga),Striker,1491
M. Matkovic,Gorica,Austria Klagenfurt,2. Liga Österreich,RCB,1491,52.73132664437012,73.16709969872025,40.802675585284284,54.78260869565217,40.802675585284284,—,,,,,,,,,Central Defender,64.47368421052632,47.368421052631575,42.10526315789473,63.1578947368421,42.10526315789473,19.736842105263158,42.10526315789473,65.13157894736842,39.473684210526315,,,,,,,,,,,,,,,,m. matkovic,austria klagenfurt,94.6,92.0,89.2,78.6,90.7,54.18682851952444,50.456389108810846,46.16805052250356,43.79081971449766,42.10526315789473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Liga Österreich,Central Defender,1491
O. Szymoniak,Miedź Legnica,Miedź Legnica,1. Liga Polen (2. Liga),RWB,1491,84.48844884488449,88.93827942448877,62.09335219236209,94.45544554455446,62.09335219236209,Raw Athlete,49.2,50.1,51.1,60.5,56.8,58.0,51.1,50.8,Fullback,31.818181818181817,,1.5151515151515151,,,,,,,1.5151515151515151,46.96969696969697,68.18181818181817,50.0,87.87878787878788,62.121212121212125,,,,,,,,,,o. szymoniak,miedź legnica,,,,,,,,,,,53.051643192488264,9.295774647887324,50.86071987480438,21.37715179968701,86.3849765258216,0.4329727211880062,-1.1718939569676807,-0.11028716523003976,-0.46227173211045464,0.49834428834000555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. Liga Polen (2. Liga),Fullback,1491
L. Itter,Greuther Fürth,Greuther Fürth,2. Bundesliga,LB,1491,22.662266226622663,20.489868453093347,32.39038189533239,13.135313531353138,13.135313531353138,—,50.4,48.7,46.7,50.9,47.6,46.9,50.0,58.7,Fullback,73.97260273972603,,90.41095890410958,,,,,,,94.52054794520548,16.43835616438356,30.136986301369863,79.45205479452055,2.73972602739726,57.534246575342465,,,,,,,,,,l. itter,greuther fürth,,,,,,,,,,,44.28794992175274,96.74491392801252,55.931142410015646,61.75273865414711,24.037558685446008,-0.6150591401583567,0.6308416841662929,0.586728189341026,0.056230764125741836,-0.7169825658273931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga,Fullback,1491
Yusi,Deportivo Alavés,Deportivo Alavés,La Liga Spanien,LB,1491,,,,,,,52.5,47.1,50.8,57.9,51.0,47.6,52.1,53.7,Fullback,29.11392405063291,,25.31645569620253,,,,,,,56.9620253164557,92.40506329113924,31.645569620253166,15.18987341772152,50.63291139240506,40.50632911392405,,,,,,,,,,yusi,deportivo alavés,,,,,,,,,,,93.58372456964005,37.80907668231612,54.24100156494522,48.63849765258216,63.53677621283255,1.4009065866725567,-0.5365086912655335,-1.0070298304916991,-0.18926349438072076,-0.1351065194079099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga Spanien,Fullback,1491
B. Sangaré,Farense,Farense,Liga Portugal 2,CF,1491,37.20349563046192,72.80559865225314,65.38255751738897,62.77153558052434,37.20349563046192,—,45.1,50.9,55.4,49.5,59.3,39.0,44.0,45.3,Striker,,,,56.36363636363636,,,,,,,,81.81818181818183,,,70.9090909090909,,,,23.636363636363637,,60.0,12.727272727272727,38.18181818181819,74.54545454545455,b. sangaré,farense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.85276561878233,69.51850378034223,95.82172701949861,49.34341424592121,75.52725825706327,0.06065620491849565,-0.19813106982135442,0.21442690535449221,-0.6655596549329341,-0.5817069006790606,Liga Portugal 2,Striker,1491
S. Diarra,Haugesund,Haugesund,OBOS-ligaen Norwegen (2. Liga),CF,1491,43.94506866416979,76.5801651346564,44.24826110219369,29.962546816479403,29.962546816479403,Emerging Talent,60.7,69.2,79.9,64.7,74.3,54.6,36.1,61.0,Striker,,,,26.666666666666668,,,,,,,,53.333333333333336,,,86.66666666666667,,,,66.66666666666666,,96.66666666666667,100.0,63.33333333333333,30.0,s. diarra,haugesund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.088340628730601,6.526064464783128,2.785515320334262,75.28849980103462,14.046955829685634,-0.8768674719130537,-0.05838935239280588,-0.12361020760307856,2.2018231490503024,1.3487274435784218,OBOS-ligaen Norwegen (2. Liga),Striker,1491
D. Jovanović,Radnik Surdulica,Radnik Surdulica,Superliga Serbien,LAMF,1490,42.574257425742566,80.43946693229941,52.098066949552106,58.943894389438945,42.574257425742566,Emerging Talent,48.8,51.5,59.5,43.1,58.0,38.4,48.9,48.0,Winger,14.035087719298245,,,,,,,,,47.368421052631575,29.82456140350877,38.59649122807017,,,,3.508771929824561,78.94736842105263,75.43859649122807,,,,,,,d. jovanović,radnik surdulica,,,,,,,,,,,,,,,,,,,,,24.532603739170085,82.21614227086184,17.236662106703147,47.241222070223436,83.62973096215231,-1.3401467271886036,0.43488253039464736,-0.7254381192349207,-0.39638702042935536,0.3942044599618369,,,,,,,,,,,,,,,,,,,,,,,Superliga Serbien,Winger,1490
L. Stojanovic,Čukarički,Čukarički,Superliga Serbien,LB,1490,27.282728272827285,74.60024946764692,72.23008015087224,53.00330033003299,27.282728272827285,—,44.7,44.5,45.1,42.7,43.3,38.3,43.9,47.0,Fullback,28.985507246376812,,86.95652173913044,,,,,,,69.56521739130434,30.434782608695656,24.637681159420293,31.88405797101449,18.84057971014493,49.275362318840585,,,,,,,,,,l. stojanovic,čukarički,,,,,,,,,,,57.08920187793427,96.49452269170578,56.8075117370892,37.96557120500783,15.99374021909233,-0.8924896539863778,0.7447782137857694,-0.4300303595904391,-0.2663905006519502,-0.9643371288754106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Superliga Serbien,Fullback,1490
K. Kovács,Fehérvár,Fehérvár,NB II Ungarn,RB,1490,,,,,,,49.0,52.6,50.3,57.2,55.7,46.4,49.7,56.2,Fullback,51.724137931034484,,12.068965517241379,,,,,,,34.48275862068966,87.93103448275862,62.06896551724138,46.55172413793103,20.689655172413794,87.93103448275862,,,,,,,,,,k. kovács,fehérvár,,,,,,,,,,,39.53051643192488,53.27073552425665,36.2754303599374,42.1283255086072,27.699530516431924,1.1903496826980424,0.2031376757020073,0.04762925078973833,0.007691895458799031,-0.3986410962939514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NB II Ungarn,Fullback,1490
M. Németh,Budafoki MTE,Budafoki MTE,NB II Ungarn,LCMF,1490,,,,,,,39.2,47.9,50.3,62.3,51.3,45.5,41.2,39.2,Midfielder,51.470588235294116,,23.52941176470588,42.64705882352941,,,,,,33.82352941176471,,33.82352941176471,5.88235294117647,,2.941176470588235,,52.94117647058824,,94.11764705882352,2.941176470588235,,,,,m. németh,budafoki mte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.774352651048087,58.71763255240444,23.970406905055487,67.69420468557337,29.272503082614055,15.092478421701601,-1.3517864861932862,0.05644283691390614,-0.5253005237109444,-0.13740499211796886,-2.1020240216377943,-0.485289739728175,,,,,,,,,,,NB II Ungarn,Midfielder,1490
Ahmed Yasin,Örebro,Örebro,Superettan Schweden (2. Liga),LW,1490,40.92409240924092,30.05365382954678,24.84677039132485,16.039603960396043,16.039603960396043,—,48.1,56.0,57.0,54.6,56.6,47.3,42.1,47.9,Winger,35.483870967741936,,,,,,,,,16.129032258064516,64.51612903225806,12.903225806451612,,,,61.29032258064516,74.19354838709677,35.483870967741936,,,,,,,ahmed yasin,örebro,,,,,,,,,,,,,,,,,,,,,68.67305061559507,87.73369813041496,31.73734610123119,31.053351573187417,52.07478340173278,-0.34071687566770675,0.6162970416994542,-0.4566959969319567,-0.870669746214203,-0.6051970514365304,,,,,,,,,,,,,,,,,,,,,,,Superettan Schweden (2. Liga),Winger,1490
O. Buch,,Fredericia,Superliga Dänemark,RAMF,1490,64.35643564356435,49.46260915600389,42.43281471004243,45.94059405940594,42.43281471004243,—,,,,,,,,,Winger,13.333333333333334,,,,,,,,,13.333333333333334,13.333333333333334,36.666666666666664,,,,36.666666666666664,56.666666666666664,40.0,,,,,,,o. buch,fredericia,,,,,,,,,,,,,,,,,,,,,58.64113087095303,97.62881896944823,22.5718194254446,25.216598267213865,47.8796169630643,-0.5101537649534912,0.46172026849819875,-0.6647795326567281,-0.9563354316601491,-0.8774634185795334,,,,,,,,,,,,,,,,,,,,,,,Superliga Dänemark,Winger,1490
T. Latteier,SGV Freiberg,Schweinfurt,3. Liga,LCMF,1490,25.0,49.37514795233962,47.13669950738916,47.41379310344828,25.0,—,,,,,,,,,Midfielder,88.79310344827587,,93.96551724137932,59.48275862068966,,,,,,89.65517241379311,,67.24137931034483,15.517241379310345,,53.44827586206896,,13.793103448275861,,37.06896551724138,21.551724137931032,,,,,t. latteier,schweinfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.833538840937116,67.81750924784217,72.47842170160295,32.30579531442663,30.234278668310726,96.44882860665844,-0.005902177034487921,0.13952790200906118,0.534633554891442,-0.7769296849843267,-0.5920684350070259,0.7559418968463871,,,,,,,,,,,3. Liga,Midfielder,1490
B. Vajda,Debrecen,Debrecen,NB I Ungarn,LB,1490,32.893289328932894,86.49769313666062,66.57237152286658,66.40264026402642,32.893289328932894,Emerging Talent,45.6,50.3,51.4,51.2,55.4,52.2,46.2,54.8,Fullback,82.0,,26.0,,,,,,,56.00000000000001,50.0,64.0,54.0,56.00000000000001,18.0,,,,,,,,,,b. vajda,debrecen,,,,,,,,,,,85.88419405320813,79.56181533646323,66.63536776212833,93.33333333333333,94.77308294209703,-0.04977409781236385,-0.16526862690423005,-0.11509253141328683,0.2408847478251649,0.23011425988425155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NB I Ungarn,Fullback,1490
Robert Navarro,Athletic Club,Athletic Club,La Liga Spanien,LW,1490,62.15621562156216,66.92298462670128,71.23998114097122,70.29702970297029,62.15621562156216,—,53.1,52.7,54.6,55.7,55.2,55.8,45.0,52.9,Winger,60.29411764705882,,,,,,,,,35.294117647058826,55.88235294117647,73.52941176470588,,,,61.76470588235294,75.0,27.941176470588236,,,,,,,robert navarro,athletic club,,,,,,,,,,,,,,,,,,,,,98.0392156862745,62.2891016871865,81.21295029639762,82.124943000456,44.4140446876425,0.26117243803744045,0.33069978703592634,0.21149890716982614,0.05731286621844875,-0.8564842502641754,,,,,,,,,,,,,,,,,,,,,,,La Liga Spanien,Winger,1490
A. Pelmard,Clermont,Jagiellonia Białystok,Ekstraklasa Polen,LCB,1490,54.51505016722408,28.45850993765673,38.79598662207358,41.00334448160535,28.45850993765673,—,,,,,,,,,Central Defender,86.36363636363636,85.22727272727273,7.954545454545454,88.63636363636364,3.4090909090909087,30.681818181818183,4.545454545454546,2.272727272727273,62.5,,,,,,,,,,,,,,,,a. pelmard,jagiellonia białystok,20.2,44.9,34.1,0.1,11.6,53.5322743432734,66.7524227352511,66.96223229845718,7.702017419289485,7.954545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ekstraklasa Polen,Central Defender,1490
D. Hashioka,Slavia Praha,Gent,Jupiler Pro League (Belgien),RCB,1490,77.59197324414716,70.08108628457545,64.54849498327759,81.53846153846153,64.54849498327759,Emerging Talent,,,,,,,,,Central Defender,21.428571428571427,21.428571428571427,72.61904761904762,9.523809523809524,25.0,41.66666666666667,90.47619047619048,56.547619047619044,34.523809523809526,,,,,,,,,,,,,,,,d. hashioka,gent,28.3,24.6,42.5,95.7,87.2,35.143814307029324,33.54030521037537,23.467856819337676,62.0002479207012,72.61904761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiler Pro League (Belgien),Central Defender,1490
M. Busse,Hansa Rostock U17,Hansa Rostock U17,U17 Bundesliga,CF,1489,9.612983770287142,33.975451077757114,11.449973247726055,8.01498127340824,8.01498127340824,—,45.5,44.3,55.1,61.8,49.5,34.2,39.1,42.6,Striker,,,,55.223880597014926,,,,,,,,70.64676616915423,,,80.59701492537313,,,,54.72636815920397,,23.383084577114428,27.860696517412936,68.65671641791045,19.402985074626866,m. busse,hansa rostock u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.987266215678474,73.09988062077198,99.28372463191405,50.736171906088344,80.38201352964585,-0.5525581121518792,-0.017356945428804407,0.6243482581355391,-0.459848436248523,0.041150008270473326,U17 Bundesliga,Striker,1489
A. Ramadan,Beroe,Dobrudzha 1919,Parva Liga Bulgarien,RCMF,1489,32.04022988505747,41.76667647037725,41.81034482758621,56.25,32.04022988505747,—,,,,,,,,,Midfielder,67.3913043478261,,78.26086956521739,46.73913043478261,,,,,,43.47826086956522,,86.95652173913044,22.82608695652174,,38.04347826086957,,35.869565217391305,,72.82608695652173,2.1739130434782608,,,,,a. ramadan,dobrudzha 1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.182490752157825,69.22318125770653,70.5055487053021,61.2577065351418,40.739827373612826,64.2170160295931,-0.711930560974182,-0.02521704500857406,0.09299216101227989,-0.7559188091775593,-2.0990024282095847,0.09432921525517676,,,,,,,,,,,Parva Liga Bulgarien,Midfielder,1489
F. Sjøvold,Bodø / Glimt,Bodø / Glimt,Eliteserien Norwegen,RB,1489,82.94829482948295,82.70954116604753,77.69919849127771,64.81848184818482,64.81848184818482,Emerging Talent,72.8,62.3,52.2,63.1,57.0,72.3,74.4,51.2,Fullback,97.36842105263158,,76.31578947368422,,,,,,,100.0,97.36842105263158,73.68421052631578,92.10526315789474,44.73684210526316,26.31578947368421,,,,,,,,,,f. sjøvold,bodø / glimt,,,,,,,,,,,1.6275430359937404,6.071987480438184,1.6275430359937404,51.04851330203443,9.702660406885759,2.38058579702875,0.6886277166690047,1.0241864744242273,1.47893854500139,1.137939552557544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eliteserien Norwegen,Fullback,1489
L. Tsiokos,Eintracht Frankfurt U19,Eintracht Frankfurt U19,U19 Bundesliga,RAMF,1489,22.332233223322334,21.416100654434043,16.21876473361622,13.927392739273927,13.927392739273927,—,52.9,47.1,53.7,63.4,49.7,44.9,54.5,53.5,Winger,94.07407407407408,,,,,,,,,100.0,51.85185185185185,100.0,,,,28.888888888888886,17.77777777777778,47.40740740740741,,,,,,,l. tsiokos,eintracht frankfurt u19,,,,,,,,,,,,,,,,,,,,,1.4135886912904696,3.009575923392613,34.83812129502964,46.51162790697674,4.879160966712266,-0.15608427147866716,-0.7222261984680662,0.9026878880574529,2.2762402231886263,0.2508203403688557,,,,,,,,,,,,,,,,,,,,,,,U19 Bundesliga,Winger,1489
J. Olayinka,Derry City,Derry City,League of Ireland Premier Division,LCMF,1489,55.89080459770114,49.20639261708858,47.906403940886705,56.85344827586207,47.906403940886705,—,49.4,51.1,56.5,49.0,61.3,47.5,42.1,48.4,Midfielder,24.489795918367346,,6.122448979591836,46.93877551020408,,,,,,14.285714285714285,,48.97959183673469,97.95918367346938,,48.97959183673469,,65.3061224489796,,65.3061224489796,38.775510204081634,,,,,j. olayinka,derry city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.288532675709,50.99876695437732,73.44019728729964,81.89889025893959,85.99260172626387,33.98273736128237,-0.06353123043581459,-0.2641303835740781,-0.3563969453460737,0.132155419373123,0.0033608547048558117,-0.6169842474798275,,,,,,,,,,,League of Ireland Premier Division,Midfielder,1489
Y. Bakiz,Silkeborg,Silkeborg,Superliga Dänemark,AMF,1489,41.95402298850575,34.1193787077753,13.54679802955665,32.241379310344826,13.54679802955665,—,43.0,42.6,53.3,54.7,54.6,47.9,40.8,42.9,Midfielder,54.83870967741935,,27.419354838709676,48.38709677419355,,,,,,25.806451612903224,,91.93548387096774,4.838709677419355,,4.838709677419355,,85.48387096774194,,96.7741935483871,3.225806451612903,,,,,y. bakiz,silkeborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68557336621455,82.36744759556103,10.850801479654747,61.356350184956845,11.615289765721332,7.1763255240443895,-1.5139441261833175,0.9205040085680931,-0.028999682231445174,0.8766356286826936,-2.1022015294205496,-0.3920334097653689,,,,,,,,,,,Superliga Dänemark,Midfielder,1489
